User ID,Worker ID,Rating
10,6313,4
10,4591,1
10,8980,3
10,844,1
10,6868,5
10,3033,1
10,2022,5
10,567,2
10,93,3
10,157,4
10,9983,1
10,8614,2
10,5884,3
11,5803,5
11,7116,1
11,766,3
11,8564,4
11,3579,2
11,5738,1
11,1574,1
11,1472,4
11,3690,2
11,8849,3
11,4415,4
11,4132,4
11,2491,5
11,3440,4
11,7663,2
11,4276,1
11,5204,1
11,3740,2
11,601,4
11,9079,4
11,1306,1
11,6110,4
11,9037,2
11,5933,5
11,2242,5
11,6588,1
11,3629,3
11,4457,2
11,3845,4
11,2228,5
11,3745,4
11,510,1
11,9067,1
11,7820,5
11,7034,5
11,4766,4
11,1792,5
11,3225,5
11,5124,4
11,8983,2
12,2476,1
12,7591,5
12,4190,1
12,3188,3
12,9851,2
12,9752,1
12,4751,3
12,3927,3
12,7939,2
12,3573,4
12,8292,5
12,4714,5
12,8145,4
12,4926,5
12,6452,2
12,8169,3
12,2726,5
12,3941,5
12,4004,5
12,5474,2
12,3203,4
12,3728,4
12,585,3
12,6956,5
12,7125,4
12,3791,5
12,9475,1
12,2653,4
12,449,3
12,9604,1
12,8204,2
12,2033,2
12,5163,2
12,4712,4
12,6913,5
12,3490,3
12,8571,4
12,6497,3
12,7422,3
12,2602,5
13,2201,2
13,2777,2
13,8363,1
13,4200,3
13,3887,5
13,970,1
13,9415,4
13,4553,3
13,9132,5
13,8780,2
13,770,3
13,4084,1
13,458,1
13,1561,2
13,7856,3
13,2421,4
13,823,1
13,7967,1
13,8081,3
13,8366,5
13,9878,1
13,3201,4
13,7817,1
13,5483,3
13,3124,4
13,2616,5
13,2740,1
13,215,3
13,2666,1
13,5944,4
13,7451,5
13,7905,3
13,2780,4
13,9858,1
13,1393,3
13,1064,1
13,8295,1
13,7246,2
13,2286,3
13,9834,4
14,8013,2
14,2140,1
14,3345,1
14,9286,2
14,3203,3
14,4083,2
14,7465,4
14,3089,4
14,1934,2
14,4406,5
14,4336,4
14,7274,1
14,4374,3
14,8330,2
14,174,2
14,4827,4
14,3043,4
14,3115,2
14,6127,3
14,1054,4
14,8204,4
14,6522,3
14,7058,3
14,1677,5
14,5355,3
14,3589,1
14,4087,3
14,2679,5
14,4793,4
14,5498,5
14,5449,2
14,8084,5
14,1715,3
14,1436,3
14,3354,4
14,2788,5
14,9318,4
14,6120,1
14,4065,3
14,9483,4
15,8548,2
15,5131,3
15,9311,4
15,3088,5
15,2530,4
15,3597,5
15,3120,2
15,9716,1
15,3202,3
15,5362,2
15,5252,2
15,9502,4
15,1936,3
15,4564,2
15,5767,5
15,9267,2
15,2099,5
15,2138,4
15,219,3
15,2311,2
15,1394,2
15,988,2
15,4856,3
15,6885,4
15,8773,1
15,4454,2
15,8966,3
15,7107,1
15,6965,1
15,4616,2
15,7714,2
15,1888,3
15,8436,3
15,867,2
15,9184,5
15,9206,1
15,6251,3
15,5167,2
15,7985,4
15,6838,4
16,898,1
16,3713,1
16,2585,3
16,2272,5
16,2952,1
16,9254,4
16,6408,4
16,4725,1
16,7412,5
16,13,3
16,4167,3
16,7675,5
16,8901,5
16,7436,4
16,1911,1
16,1517,3
16,4571,1
16,755,1
16,865,3
16,4593,2
16,5337,3
16,1036,5
16,4914,3
16,6973,1
16,3424,4
16,934,2
16,5624,2
16,9429,4
16,3550,2
16,9562,2
16,975,5
16,5463,1
16,689,5
16,9783,3
16,5390,5
16,9057,1
16,8656,2
16,9364,4
16,8151,4
16,6190,1
17,9509,1
17,9071,2
17,7013,5
17,8952,4
17,2702,4
17,8843,5
17,9012,5
17,127,4
17,1627,2
17,9040,3
17,8554,5
17,6289,4
17,8593,1
17,2602,5
17,531,2
17,9587,2
17,8385,4
17,1864,2
17,6642,1
17,8221,2
17,5941,4
17,9862,4
17,714,5
17,1295,5
17,2500,1
17,1404,4
17,4052,4
17,6844,3
17,4076,5
17,8936,5
17,3522,5
17,9553,4
17,2913,4
17,9021,2
17,8491,5
17,2548,3
17,5786,1
17,739,4
17,7862,4
17,3226,2
18,8772,2
18,5156,4
18,5131,3
18,5947,3
18,6313,2
18,8001,5
18,5738,1
18,7701,1
18,5877,4
18,9021,1
18,4985,2
18,6526,2
18,1517,4
18,7875,2
18,2884,2
18,8966,1
18,5801,3
18,5788,4
18,2462,5
18,4686,1
18,6341,3
18,8068,2
18,5568,1
18,109,5
18,3762,2
18,5419,3
18,6411,5
18,831,5
18,63,3
18,8995,4
18,4222,1
18,6659,1
18,9402,4
18,3666,3
18,5891,3
18,872,5
18,4262,1
18,7775,1
18,9012,5
18,1050,2
19,6330,2
19,8199,5
19,410,3
19,9638,2
19,1057,5
19,2730,3
19,4065,1
19,1470,4
19,2332,2
19,7764,1
19,4011,3
19,8684,5
19,5160,3
19,3273,5
19,1348,4
19,2553,1
19,3644,1
19,4009,4
19,8404,3
19,3736,1
19,2242,2
19,4622,5
19,2712,4
19,8419,2
19,6501,5
19,1309,4
19,2978,3
19,3522,2
19,2683,1
19,7632,2
19,2277,2
19,1438,5
19,4447,1
19,3985,3
19,9999,2
19,8001,2
19,3207,2
19,9174,3
19,5700,2
19,8950,3
20,2924,4
20,9264,1
20,1211,1
20,4103,1
20,6821,5
20,1146,2
20,790,1
20,2688,5
20,7622,5
20,6367,1
20,1856,2
20,2347,5
20,4159,4
20,4456,5
20,7421,2
20,3168,3
20,4133,5
20,3305,3
20,9546,4
20,2594,3
20,4384,1
20,1894,5
20,6597,2
20,4074,4
20,9976,1
20,4593,1
20,8746,4
20,9323,3
20,1320,4
20,5333,3
20,7119,4
20,1493,5
20,7021,5
20,3708,4
20,468,5
20,7717,3
20,5061,3
20,2376,4
20,7417,1
20,6649,5
21,8603,1
21,6432,2
21,3088,2
21,3212,1
21,2766,4
21,6987,1
21,8971,3
21,2961,5
21,1811,5
21,9201,3
21,6271,1
21,766,2
21,6342,4
21,8335,1
21,7168,5
21,4431,2
21,4287,1
21,8498,4
21,1941,1
21,6488,4
21,3434,1
21,2911,5
21,4539,5
21,665,4
21,5707,1
21,7990,1
21,3297,1
21,9398,3
21,5017,1
21,3651,5
21,323,2
21,3666,1
21,2572,4
21,1408,2
21,3743,3
21,4933,5
21,4114,1
21,4513,5
21,9782,1
21,8966,5
22,6077,2
22,4429,1
22,8504,3
22,8674,4
22,9021,4
22,354,3
22,4159,4
22,7108,1
22,1224,5
22,4257,1
22,9695,1
22,8719,5
22,2329,3
22,6239,1
22,7779,3
22,5383,1
22,4486,3
22,9650,5
22,4998,4
22,14,1
22,6904,1
22,4732,2
22,21,2
22,3829,2
22,5322,1
22,4803,1
22,1373,2
22,3118,1
22,4741,4
22,5435,4
22,5250,1
22,6481,3
22,4089,1
22,1254,3
22,2127,4
22,7110,5
22,1058,1
22,3690,2
22,7160,3
22,1809,2
23,6082,4
23,1169,5
23,3516,1
23,4005,1
23,144,3
23,4173,4
23,3366,1
23,7167,3
23,3643,1
23,7154,5
23,4601,2
23,1723,1
23,7664,5
23,4785,2
23,7379,3
23,7308,1
23,5543,5
23,8888,3
23,7075,3
23,8296,1
23,2290,3
23,9817,1
23,5743,5
23,4408,4
23,6075,3
23,8363,5
23,2319,1
23,9923,4
23,8093,3
23,7841,3
23,4631,4
23,1737,5
23,9768,2
23,994,4
23,3805,5
23,5987,5
23,6230,1
23,4865,1
23,2245,3
23,613,2
24,4514,2
24,6313,4
24,7573,5
24,1719,1
24,7854,2
24,1905,1
24,7075,1
24,3130,4
24,2011,5
24,67,1
24,1137,5
24,8326,5
24,4804,1
24,6241,2
24,3547,5
24,8104,1
24,2633,5
24,3651,2
24,3509,3
24,6155,3
24,9760,5
24,7057,4
24,2499,4
24,456,3
24,4381,4
24,6814,5
24,7191,4
24,3180,5
24,802,5
24,5949,5
24,3559,5
24,8304,1
24,5092,3
24,8208,3
24,1960,3
24,1397,5
24,2659,1
24,305,3
24,6801,4
24,4947,2
25,6457,1
25,5547,3
25,2291,4
25,5093,4
25,6235,5
25,9151,3
25,1371,5
25,4516,4
25,6935,5
25,7589,4
25,3370,3
25,1552,3
25,4496,2
25,4843,5
25,7364,1
25,6779,3
25,4057,2
25,8869,4
25,5936,2
25,9177,2
25,3922,1
25,6544,2
25,2396,3
25,3519,1
25,9414,5
25,946,5
25,3388,5
25,3122,3
25,1086,2
25,9015,3
25,5900,2
25,3467,5
25,2317,3
25,4918,5
25,4087,2
25,5467,3
25,9269,5
25,4160,2
25,8066,2
25,2520,4
26,6911,3
26,7966,2
26,922,3
26,935,1
26,3892,3
26,4573,1
26,5225,3
26,3243,4
26,978,4
26,5930,4
26,5668,4
26,1451,2
26,2345,2
26,6163,5
26,3896,4
26,930,2
26,5866,2
26,8279,2
26,3815,4
26,882,4
26,331,4
26,534,4
26,6270,2
26,8568,5
26,935,4
26,803,5
26,9421,1
26,1154,5
26,9600,5
26,6937,3
26,4734,4
26,3398,4
26,1574,1
26,8101,5
26,6670,4
26,2203,3
26,6194,2
26,8183,3
26,3748,5
26,2093,5
27,5923,1
27,2312,2
27,1098,3
27,2342,3
27,3601,3
27,4662,5
27,9606,1
27,4459,5
27,640,5
27,8058,3
27,1802,3
27,9437,1
27,6927,5
27,434,5
27,667,1
27,8858,5
27,4161,5
27,7169,5
27,3100,4
27,3462,4
27,7904,3
27,5990,5
27,381,1
27,3804,3
27,6260,1
27,5597,5
27,5206,5
27,4913,5
27,7385,4
27,5991,2
27,6186,5
27,8543,3
27,3425,1
27,876,2
27,8245,2
27,2387,2
27,4531,2
27,8893,4
27,8339,1
27,2143,1
28,6956,5
28,9804,4
28,3173,4
28,7274,5
28,130,1
28,8403,3
28,6816,5
28,124,4
28,1584,2
28,5022,3
28,1521,4
28,1760,2
28,5168,2
28,3414,5
28,6676,5
28,3675,3
28,3029,4
28,7705,2
28,7257,1
28,9216,1
28,4674,5
28,2496,1
28,3145,1
28,6305,5
28,9077,3
28,9952,3
28,7444,1
28,8530,4
28,4174,1
28,8558,2
28,1939,5
28,2522,5
28,2422,3
28,5436,4
28,8348,1
28,4794,5
28,6147,4
28,7504,5
28,8162,4
28,6603,1
29,6363,1
29,8647,5
29,704,2
29,1615,2
29,7527,1
29,3001,1
29,7193,3
29,3379,5
29,2974,4
29,1809,2
29,9034,2
29,7524,3
29,6890,1
29,7863,5
29,5770,5
29,8063,1
29,3562,1
29,5708,1
29,96,4
29,3924,4
29,3742,4
29,7785,4
29,5568,3
29,6451,2
29,568,3
29,8268,3
29,240,3
29,5291,4
29,8497,3
29,4633,3
29,9804,3
29,7530,5
29,9507,3
29,8393,2
29,2583,4
29,1447,4
29,2483,2
29,7085,4
29,5805,2
29,5545,5
30,8460,3
30,1969,4
30,4174,1
30,9429,3
30,9270,3
30,6657,2
30,1411,3
30,856,3
30,3937,1
30,2213,2
30,2681,2
30,4824,1
30,7237,2
30,3873,3
30,4394,1
30,6404,4
30,2229,4
30,7453,3
30,6499,3
30,6404,5
30,4660,5
30,9481,5
30,7042,2
30,5764,5
30,4272,5
30,6655,1
30,8990,5
30,6487,4
30,8701,5
30,2899,4
30,6454,5
30,9019,1
30,4973,3
30,4653,4
30,1844,4
30,6393,5
30,6676,4
30,3189,5
30,8255,2
30,5950,1
31,7000,2
31,5990,4
31,1798,4
31,6479,1
31,5773,5
31,7825,3
31,1538,5
31,9122,1
31,8273,3
31,9517,2
31,9666,2
31,2855,5
31,1111,1
31,6778,5
31,8800,5
31,2601,2
31,6229,2
31,7130,2
31,7375,3
31,3358,5
31,8592,3
31,8908,2
31,132,3
31,2530,3
31,8116,1
31,4331,1
31,5382,4
31,9463,4
31,9305,3
31,5010,4
31,1023,4
31,1377,3
31,7368,2
31,2713,2
31,7129,4
31,494,2
31,9223,5
31,5348,3
31,5360,2
31,4524,2
32,9616,3
32,9608,5
32,4400,3
32,5602,1
32,1999,1
32,5976,2
32,6058,4
32,8869,5
32,1378,3
32,526,3
32,8047,2
32,9202,4
32,2287,2
32,6295,1
32,6254,4
32,7772,5
32,2203,4
32,3583,4
32,1614,1
32,2202,3
32,5932,2
32,2808,5
32,5600,1
32,5820,5
32,1742,3
32,4182,2
32,8141,2
32,1240,5
32,9602,1
32,4358,3
32,9938,4
32,2696,5
32,9588,5
32,8235,3
32,2871,3
32,1738,4
32,2984,1
32,3979,4
32,5905,3
32,9184,2
33,6260,2
33,988,3
33,6785,1
33,6522,2
33,9085,3
33,3622,4
33,6233,1
33,6250,2
33,9216,2
33,4061,2
33,6085,2
33,9685,4
33,2558,4
33,7002,2
33,7074,2
33,4768,4
33,5650,3
33,6816,4
33,3413,1
33,603,3
33,129,5
33,1326,2
33,9607,3
33,8868,4
33,1456,1
33,7945,1
33,183,5
33,4189,5
33,3552,3
33,6577,3
33,2197,3
33,2434,4
33,329,3
33,6721,1
33,306,2
33,9975,2
33,7387,4
33,5758,5
33,4536,5
33,1047,4
34,162,2
34,8856,4
34,2214,3
34,1341,2
34,7849,4
34,4027,1
34,2829,2
34,4831,5
34,3549,3
34,1332,1
34,8273,5
34,5697,4
34,3219,2
34,8918,2
34,7471,4
34,7820,4
34,8687,2
34,8120,4
34,4203,5
34,5374,3
34,1279,3
34,2908,2
34,6176,4
34,6494,2
34,3942,1
34,5689,2
34,564,1
34,1669,3
34,614,3
34,5483,2
34,4222,5
34,3828,1
34,5447,3
34,9021,1
34,577,1
34,7414,3
34,4204,5
34,6087,4
34,4898,4
34,4215,5
35,5534,1
35,5045,5
35,8117,5
35,5965,4
35,2850,3
35,5940,3
35,3769,3
35,5407,5
35,2207,2
35,3270,2
35,4778,5
35,7768,5
35,3696,3
35,5936,5
35,8108,2
35,8935,2
35,4800,1
35,195,3
35,5697,4
35,1883,3
35,1001,3
35,6419,3
35,8235,4
35,160,1
35,4291,3
35,441,5
35,5825,3
35,1138,2
35,3391,2
35,3614,3
35,4043,1
35,908,1
35,93,1
35,2866,3
35,3676,4
35,2192,3
35,6813,2
35,9696,2
35,7089,4
35,9363,4
36,94,5
36,7398,3
36,1693,5
36,5532,2
36,1562,4
36,8018,3
36,2496,5
36,1056,5
36,2956,2
36,4633,1
36,672,4
36,4103,1
36,4119,1
36,8742,5
36,5094,3
36,5777,2
36,2607,2
36,1873,4
36,9434,2
36,230,5
36,3296,2
36,5687,1
36,2265,2
36,7091,2
36,8744,5
36,10000,4
36,478,3
36,4906,1
36,776,5
36,5516,3
36,4177,4
36,5256,1
36,8249,1
36,4557,1
36,2996,3
36,302,1
36,7425,3
36,8711,2
36,7808,5
36,1542,4
37,2953,1
37,3899,5
37,611,2
37,8532,4
37,3333,2
37,4536,1
37,2601,1
37,6079,1
37,2285,4
37,1694,2
37,5186,2
37,7382,5
37,3486,2
37,3890,2
37,2797,3
37,7127,1
37,6715,1
37,1657,3
37,2978,5
37,8720,4
37,5137,4
37,9017,2
37,5333,5
37,992,2
37,5644,5
37,1549,5
37,972,1
37,4758,3
37,4461,2
37,1288,2
37,6553,2
37,2895,1
37,5783,1
37,9562,2
37,6534,5
37,1139,4
37,6596,2
37,5932,3
37,8720,3
37,7474,5
38,2589,3
38,3678,3
38,4711,1
38,5663,1
38,7698,1
38,1273,5
38,515,3
38,9237,5
38,4790,3
38,5518,2
38,7887,2
38,8778,1
38,6566,2
38,3888,4
38,4397,1
38,54,1
38,1829,4
38,6297,4
38,2845,2
38,1396,5
38,1477,1
38,3016,4
38,7837,4
38,1445,1
38,768,4
38,1895,2
38,1336,5
38,1131,1
38,4809,2
38,8261,2
38,9650,2
38,4969,1
38,7602,3
38,2205,2
38,5405,5
38,7818,5
38,6691,2
38,635,1
38,6372,5
38,2937,5
39,5152,3
39,5722,4
39,1125,4
39,6045,4
39,9286,1
39,4141,5
39,1883,2
39,1631,4
39,5414,5
39,1839,2
39,2042,1
39,5429,5
39,420,3
39,1,2
39,1420,3
39,1527,5
39,625,3
39,7030,5
39,4450,2
39,3683,1
39,2940,3
39,6825,1
39,9387,3
39,1910,4
39,4011,4
39,5834,3
39,3638,1
39,357,5
39,1524,3
39,9665,5
39,4528,3
39,7076,5
39,210,1
39,2343,2
39,679,1
39,8478,4
39,3257,4
39,8970,1
39,1880,3
39,6445,1
40,4444,4
40,740,3
40,9839,4
40,6926,3
40,887,5
40,5900,5
40,6152,1
40,7960,2
40,379,4
40,8925,5
40,7863,1
40,2867,1
40,1679,3
40,3483,4
40,9290,1
40,4797,1
40,9186,4
40,5929,4
40,1722,4
40,5103,5
40,2985,3
40,4316,3
40,1243,4
40,8563,4
40,9367,5
40,1110,3
40,3570,3
40,3846,5
40,9241,2
40,8930,3
40,1410,3
40,2725,4
40,5448,4
40,6534,2
40,4608,1
40,7260,1
40,321,2
40,6187,5
40,9785,2
40,505,3
41,4365,3
41,4853,5
41,5271,2
41,8613,4
41,7483,1
41,858,1
41,2905,4
41,6545,3
41,8718,5
41,6034,3
41,3381,3
41,4147,2
41,8839,1
41,9556,1
41,4265,2
41,5143,1
41,9033,3
41,4718,2
41,5859,1
41,63,2
41,2076,3
41,4343,3
41,5454,3
41,188,2
41,4620,1
41,1099,5
41,7880,2
41,609,4
41,2828,5
41,5960,5
41,2010,3
41,8713,1
41,8600,3
41,7163,5
41,3296,5
41,2674,5
41,7037,3
41,1957,2
41,1825,3
41,353,2
42,5289,1
42,6978,3
42,6467,5
42,9586,1
42,6746,5
42,7661,3
42,9145,2
42,6176,1
42,7282,2
42,4916,2
42,8071,1
42,9410,4
42,5429,3
42,2800,3
42,8972,1
42,2353,3
42,1654,4
42,8374,5
42,5712,4
42,3633,2
42,8267,2
42,6992,3
42,7675,3
42,5394,3
42,2911,3
42,4413,5
42,5712,2
42,9871,2
42,64,5
42,4950,4
42,2554,3
42,3433,3
42,4573,4
42,5357,5
42,9012,5
42,5405,1
42,9823,2
42,1731,3
42,700,5
42,5407,4
43,7639,1
43,4843,2
43,5501,4
43,7984,1
43,129,3
43,3158,1
43,8379,3
43,8732,4
43,6019,5
43,8847,4
43,3509,3
43,8638,3
43,5516,5
43,7279,4
43,7478,2
43,6499,5
43,7277,5
43,4207,5
43,2928,4
43,3415,2
43,726,1
43,9623,4
43,7840,2
43,5569,5
43,4786,4
43,5714,5
43,3883,1
43,3659,5
43,4590,1
43,6158,1
43,9079,5
43,7666,1
43,3607,2
43,7024,4
43,5314,5
43,6028,5
43,4993,5
43,2725,3
43,1398,1
43,1450,1
44,1891,5
44,8635,2
44,4128,3
44,1701,2
44,8207,2
44,8952,4
44,7451,3
44,6212,2
44,1081,5
44,719,1
44,1538,5
44,395,3
44,8256,2
44,2082,5
44,7056,4
44,4032,4
44,3253,3
44,8954,2
44,1739,1
44,3971,3
44,2999,1
44,7934,1
44,9258,4
44,6725,2
44,5839,4
44,2286,4
44,1217,5
44,3411,3
44,6056,1
44,4099,3
44,3209,1
44,1712,3
44,5595,4
44,2586,3
44,730,5
44,1290,3
44,1862,5
44,9983,1
44,7321,1
44,9339,3
45,3904,3
45,773,5
45,239,1
45,5187,1
45,6086,1
45,2709,3
45,5778,3
45,312,2
45,5075,3
45,9882,4
45,9371,4
45,8616,4
45,7097,2
45,5985,5
45,8396,1
45,8415,4
45,8868,4
45,9072,3
45,4351,3
45,6249,1
45,7475,1
45,9072,2
45,7950,2
45,4473,2
45,4384,5
45,2587,4
45,7745,4
45,1366,2
45,6101,5
45,2877,3
45,4197,2
45,5468,5
45,9741,4
45,547,5
45,5951,4
45,2344,2
45,2988,3
45,5577,2
45,1283,3
45,9369,3
46,5383,4
46,7469,5
46,4840,3
46,8181,2
46,3891,4
46,6548,5
46,5708,1
46,7119,3
46,8973,2
46,5536,2
46,4200,3
46,5896,4
46,4919,4
46,6423,4
46,4993,1
46,46,1
46,7509,2
46,1965,5
46,5184,1
46,176,1
46,6238,4
46,6674,3
46,2711,2
46,8900,3
46,6856,1
46,8858,5
46,9405,3
46,1431,2
46,851,5
46,1290,4
46,2831,1
46,5960,1
46,9165,1
46,8634,2
46,8292,5
46,9650,3
46,1838,5
46,3480,4
46,1565,3
46,6227,2
47,6130,2
47,7896,5
47,9583,4
47,6686,5
47,3228,3
47,8094,3
47,3577,3
47,6000,2
47,851,4
47,831,1
47,1665,5
47,9381,1
47,5488,2
47,8260,1
47,6750,1
47,1996,3
47,5168,2
47,6662,2
47,4178,2
47,658,3
47,9751,2
47,6436,4
47,3689,1
47,6505,4
47,3117,3
47,9089,1
47,5561,5
47,1529,1
47,6309,5
47,2028,3
47,321,3
47,2229,3
47,1675,2
47,6879,3
47,2914,4
47,7521,1
47,8259,1
47,6591,4
47,9412,4
47,6825,2
48,3717,5
48,2199,3
48,1356,5
48,7108,2
48,7348,5
48,3873,4
48,4416,1
48,155,5
48,4671,3
48,6579,4
48,6842,2
48,6218,1
48,6190,2
48,9180,4
48,1968,5
48,9522,2
48,5998,4
48,9403,4
48,7104,1
48,6662,4
48,7873,2
48,3278,1
48,174,3
48,5283,3
48,15,4
48,1876,4
48,8958,5
48,4354,1
48,2079,3
48,6922,3
48,8479,1
48,1663,5
48,5046,3
48,4076,1
48,6036,5
48,2478,1
48,9446,5
48,5861,3
48,6342,5
48,5800,4
49,6785,1
49,1353,2
49,2957,4
49,6860,2
49,9874,3
49,3232,5
49,4418,5
49,6693,3
49,7100,5
49,2761,3
49,6333,5
49,6681,2
49,7297,2
49,647,4
49,702,5
49,502,4
49,4144,2
49,8004,4
49,2715,4
49,9060,4
49,9082,2
49,6236,5
49,9473,3
49,8991,4
49,1306,4
49,1298,5
49,4505,5
49,4849,2
49,3426,4
49,6958,1
49,3354,4
49,2039,5
49,4509,3
49,731,4
49,5604,3
49,8286,4
49,8281,2
49,8921,1
49,9379,4
49,1250,5
50,1183,1
50,6268,5
50,5602,2
50,7117,5
50,3744,2
50,6261,3
50,8576,5
50,5606,3
50,9022,1
50,53,4
50,1845,5
50,532,1
50,4993,3
50,3246,3
50,15,4
50,4980,2
50,7605,4
50,8873,2
50,370,2
50,9511,4
50,7593,2
50,3259,2
50,7035,5
50,5329,2
50,402,3
50,692,1
50,9029,3
50,9392,2
50,4314,4
50,2660,1
50,247,2
50,5274,2
50,6456,1
50,5433,5
50,6783,3
50,2758,4
50,2978,3
50,402,1
50,8334,1
50,2930,1
51,7618,1
51,4018,5
51,4579,5
51,4868,1
51,190,2
51,6397,1
51,8929,5
51,9036,3
51,786,3
51,7310,5
51,2234,4
51,3653,4
51,329,4
51,5106,3
51,346,5
51,2630,2
51,6952,1
51,2850,2
51,2449,4
51,7633,2
51,6750,4
51,3948,1
51,1375,5
